City,Transport_Mode,Brand,Weather_Condition,Time_of_Day,Emergency_Alert,Speed_Limit_kmh,Past_Accidents_in_Region,accident_probability
Batticaloa,Van,Mitsubishi,Clear,Evening (18:00-22:00),None,90,12,0.4202
Jaffna,Motorcycle,Yamaha,Clear,Midday (10:00-14:00),None,30,29,0.4098
Kandy,Van,Mitsubishi,Fog,Evening (18:00-22:00),None,70,35,0.6776
Trincomalee,Car,Nissan,Heavy Rain,Night (22:00-00:00),None,60,6,0.3147
Matara,Bus,Ashok Leyland,Clear,Midday (10:00-14:00),Accident Nearby,40,6,0.2914
Kurunegala,Three-Wheeler,TVS,Windy,Afternoon (14:00-18:00),None,80,35,0.6857
Kandy,Bus,Isuzu,Light Rain,Midday (10:00-14:00),None,40,53,0.6309
Kandy,Motorcycle,Honda,Clear,Evening (18:00-22:00),Police Checkpoint,40,44,0.5369
Anuradhapura,Motorcycle,Bajaj,Fog,Morning (06:00-10:00),None,50,15,0.5335
Matara,Bus,Ashok Leyland,Clear,Morning (06:00-10:00),Police Checkpoint,60,10,0.275
Colombo,Three-Wheeler,Bajaj,Fog,Midday (10:00-14:00),None,80,161,0.9955
Trincomalee,Car,Hyundai,Overcast,Night (22:00-00:00),Police Checkpoint,50,13,0.2955
Kandy,Car,Toyota,Overcast,Midday (10:00-14:00),Police Checkpoint,30,46,0.4335
Galle,Three-Wheeler,Bajaj,Overcast,Morning (06:00-10:00),None,50,30,0.466
Colombo,Car,Suzuki,Overcast,Midday (10:00-14:00),None,50,112,0.9237
Negombo,Motorcycle,Suzuki,Windy,Midday (10:00-14:00),None,50,29,0.5878
Jaffna,Car,Hyundai,Fog,Morning (06:00-10:00),None,40,12,0.3824
Matara,Motorcycle,Yamaha,Light Rain,Evening (18:00-22:00),None,80,20,0.6401
Colombo,Three-Wheeler,Bajaj,Overcast,Early Morning (00:00-06:00),None,40,147,0.9743
Trincomalee,Car,Honda,Light Rain,Evening (18:00-22:00),None,60,18,0.4478
Matara,Motorcycle,Bajaj,Clear,Evening (18:00-22:00),None,70,27,0.5805
Jaffna,Motorcycle,Honda,Clear,Afternoon (14:00-18:00),Accident Nearby,50,14,0.448
Jaffna,Motorcycle,Bajaj,Overcast,Afternoon (14:00-18:00),None,100,11,0.6246
Kandy,Motorcycle,Suzuki,Heavy Rain,Midday (10:00-14:00),None,60,43,0.7803
Jaffna,Van,Nissan,Light Rain,Night (22:00-00:00),None,60,17,0.4071
Galle,Bicycle,Giant,Clear,Morning (06:00-10:00),None,50,33,0.3864
Kandy,Car,Hyundai,Windy,Evening (18:00-22:00),Police Checkpoint,70,23,0.4642
Negombo,Motorcycle,Bajaj,Clear,Early Morning (00:00-06:00),None,70,40,0.6834
Trincomalee,Car,Toyota,Clear,Midday (10:00-14:00),None,90,11,0.4141
Jaffna,Bus,Toyota,Overcast,Night (22:00-00:00),None,60,14,0.3415
Colombo,Van,Isuzu,Clear,Morning (06:00-10:00),None,70,74,0.8461
Colombo,Three-Wheeler,Bajaj,Clear,Midday (10:00-14:00),Police Checkpoint,80,58,0.786
Jaffna,Three-Wheeler,TVS,Overcast,Morning (06:00-10:00),Police Checkpoint,60,22,0.4326
Matara,Motorcycle,Suzuki,Overcast,Afternoon (14:00-18:00),None,50,17,0.4499
Negombo,Three-Wheeler,TVS,Clear,Midday (10:00-14:00),None,30,16,0.236
Negombo,Car,Nissan,Clear,Afternoon (14:00-18:00),None,90,16,0.4615
Trincomalee,Car,Toyota,Heavy Rain,Evening (18:00-22:00),None,80,10,0.5452
Negombo,Motorcycle,Suzuki,Clear,Morning (06:00-10:00),None,50,42,0.6017
Galle,Motorcycle,Suzuki,Light Rain,Afternoon (14:00-18:00),Accident Nearby,60,23,0.6313
Kurunegala,Motorcycle,Honda,Clear,Evening (18:00-22:00),None,50,11,0.3352
Kurunegala,Car,Hyundai,Light Rain,Afternoon (14:00-18:00),None,40,22,0.3279
Trincomalee,Bus,Ashok Leyland,Clear,Morning (06:00-10:00),None,30,11,0.1834
Colombo,Bus,Ashok Leyland,Clear,Midday (10:00-14:00),Accident Nearby,100,32,0.7035
Jaffna,Three-Wheeler,TVS,Clear,Evening (18:00-22:00),None,50,17,0.301
Galle,Car,Nissan,Clear,Evening (18:00-22:00),Accident Nearby,80,23,0.5657
Colombo,Three-Wheeler,Bajaj,Clear,Night (22:00-00:00),None,100,117,0.975
Colombo,Car,Toyota,Overcast,Night (22:00-00:00),None,70,146,0.9785
Kandy,Motorcycle,Yamaha,Light Rain,Afternoon (14:00-18:00),None,60,59,0.8369
Kandy,Motorcycle,Yamaha,Fog,Morning (06:00-10:00),None,70,41,0.8083
Galle,Bus,Toyota,Overcast,Midday (10:00-14:00),None,90,16,0.5029
Matara,Car,Mitsubishi,Overcast,Midday (10:00-14:00),None,40,33,0.3834
Colombo,Car,Mitsubishi,Clear,Midday (10:00-14:00),None,60,101,0.9048
Colombo,Car,Hyundai,Storm,Evening (18:00-22:00),Accident Nearby,80,100,0.9691
Jaffna,Motorcycle,Suzuki,Clear,Morning (06:00-10:00),Road Work,60,17,0.5434
Jaffna,Motorcycle,Suzuki,Clear,Morning (06:00-10:00),None,70,18,0.4983
Kandy,Three-Wheeler,Bajaj,Clear,Morning (06:00-10:00),None,50,43,0.5668
Galle,Bus,Isuzu,Overcast,Evening (18:00-22:00),Road Work,60,20,0.4176
Galle,Car,Hyundai,Light Rain,Afternoon (14:00-18:00),None,50,20,0.3565
Negombo,Car,Honda,Clear,Midday (10:00-14:00),None,50,27,0.3905
Colombo,Car,Toyota,Fog,Morning (06:00-10:00),Road Work,40,86,0.8925
Negombo,Bus,Isuzu,Light Rain,Midday (10:00-14:00),None,70,21,0.4873
Matara,Bus,Ashok Leyland,Light Rain,Morning (06:00-10:00),Police Checkpoint,40,18,0.2817
Negombo,Bicycle,Giant,Overcast,Afternoon (14:00-18:00),None,70,25,0.4651
Trincomalee,Three-Wheeler,Bajaj,Heavy Rain,Morning (06:00-10:00),None,30,19,0.3641
Kandy,Van,Toyota,Clear,Morning (06:00-10:00),None,40,11,0.2551
Kurunegala,Car,Nissan,Overcast,Afternoon (14:00-18:00),None,80,32,0.582
Matara,Car,Mitsubishi,Light Rain,Evening (18:00-22:00),None,40,25,0.3614
Galle,Motorcycle,Bajaj,Overcast,Afternoon (14:00-18:00),Police Checkpoint,90,9,0.5304
Negombo,Truck,Mitsubishi,Clear,Afternoon (14:00-18:00),Accident Nearby,50,24,0.5208
Kandy,Car,Suzuki,Heavy Rain,Night (22:00-00:00),None,90,40,0.7469
Jaffna,Motorcycle,Yamaha,Storm,Afternoon (14:00-18:00),None,100,8,0.6789
Kandy,Motorcycle,Bajaj,Clear,Midday (10:00-14:00),Accident Nearby,90,35,0.7413
Batticaloa,Van,Nissan,Clear,Afternoon (14:00-18:00),None,50,6,0.2511
Trincomalee,Motorcycle,Honda,Heavy Rain,Morning (06:00-10:00),None,90,20,0.6759
Anuradhapura,Car,Suzuki,Clear,Evening (18:00-22:00),None,60,19,0.3535
Trincomalee,Car,Hyundai,Clear,Evening (18:00-22:00),None,80,18,0.4164
Trincomalee,Motorcycle,Suzuki,Clear,Evening (18:00-22:00),Road Work,40,15,0.435
Kurunegala,Car,Toyota,Light Rain,Afternoon (14:00-18:00),None,60,14,0.3659
Galle,Car,Hyundai,Overcast,Morning (06:00-10:00),None,70,21,0.4192
Galle,Motorcycle,Yamaha,Clear,Midday (10:00-14:00),None,40,28,0.4708
Colombo,Car,Toyota,Overcast,Morning (06:00-10:00),None,50,69,0.7367
Kurunegala,Three-Wheeler,TVS,Overcast,Afternoon (14:00-18:00),None,40,29,0.4224
Matara,Car,Nissan,Clear,Morning (06:00-10:00),None,70,15,0.3723
Matara,Bus,Toyota,Clear,Midday (10:00-14:00),None,60,15,0.282
Colombo,Motorcycle,Honda,Light Rain,Night (22:00-00:00),None,40,117,0.9591
Colombo,Three-Wheeler,Bajaj,Light Rain,Morning (06:00-10:00),None,30,111,0.9238
Anuradhapura,Motorcycle,Bajaj,Fog,Evening (18:00-22:00),None,70,12,0.5691
Colombo,Motorcycle,Yamaha,Clear,Evening (18:00-22:00),None,60,128,0.9701
Anuradhapura,Car,Honda,Light Rain,Morning (06:00-10:00),None,30,8,0.2253
Matara,Car,Toyota,Clear,Morning (06:00-10:00),None,70,21,0.4031
Kandy,Car,Toyota,Clear,Afternoon (14:00-18:00),None,90,52,0.7411
Galle,Bus,Toyota,Fog,Afternoon (14:00-18:00),None,50,22,0.529
Trincomalee,Bus,Toyota,Overcast,Afternoon (14:00-18:00),None,40,14,0.2876
Trincomalee,Car,Mitsubishi,Clear,Morning (06:00-10:00),None,50,6,0.2006
Galle,Bus,Toyota,Light Rain,Midday (10:00-14:00),None,100,31,0.6941
Trincomalee,Motorcycle,Yamaha,Light Rain,Evening (18:00-22:00),Road Work,80,11,0.6542
Colombo,Car,Hyundai,Clear,Midday (10:00-14:00),None,40,86,0.7936
Anuradhapura,Car,Mitsubishi,Light Rain,Afternoon (14:00-18:00),None,50,19,0.4047
Colombo,Truck,Hino,Clear,Afternoon (14:00-18:00),None,40,82,0.8425
Negombo,Three-Wheeler,Bajaj,Clear,Evening (18:00-22:00),None,40,15,0.3121
Trincomalee,Truck,Isuzu,Light Rain,Afternoon (14:00-18:00),None,30,5,0.2628
Negombo,Car,Nissan,Clear,Evening (18:00-22:00),None,80,32,0.5723
Trincomalee,Motorcycle,Suzuki,Clear,Evening (18:00-22:00),Accident Nearby,70,6,0.4963
Anuradhapura,Bus,Ashok Leyland,Clear,Morning (06:00-10:00),Accident Nearby,60,23,0.4806
Kandy,Car,Nissan,Overcast,Morning (06:00-10:00),None,30,18,0.2469
Anuradhapura,Bus,Isuzu,Overcast,Afternoon (14:00-18:00),None,50,23,0.4075
Jaffna,Bus,Ashok Leyland,Clear,Evening (18:00-22:00),None,50,18,0.2852
Jaffna,Car,Nissan,Heavy Rain,Morning (06:00-10:00),Police Checkpoint,100,16,0.6555
Batticaloa,Car,Hyundai,Fog,Evening (18:00-22:00),None,80,8,0.5117
Matara,Three-Wheeler,TVS,Clear,Night (22:00-00:00),None,60,19,0.3536
Kurunegala,Car,Toyota,Overcast,Midday (10:00-14:00),Accident Nearby,30,23,0.3868
Trincomalee,Car,Suzuki,Storm,Early Morning (00:00-06:00),None,80,17,0.532
Trincomalee,Motorcycle,Suzuki,Clear,Midday (10:00-14:00),Accident Nearby,60,13,0.5269
Jaffna,Car,Toyota,Light Rain,Night (22:00-00:00),None,70,18,0.4747
Colombo,Car,Nissan,Heavy Rain,Night (22:00-00:00),None,40,90,0.8703
Jaffna,Motorcycle,Bajaj,Overcast,Evening (18:00-22:00),Road Work,80,17,0.626
Colombo,Motorcycle,Bajaj,Light Rain,Morning (06:00-10:00),None,60,107,0.9646
Galle,Car,Suzuki,Light Rain,Night (22:00-00:00),None,40,12,0.2719
Negombo,Bus,Ashok Leyland,Windy,Afternoon (14:00-18:00),None,40,15,0.2611
Batticaloa,Bus,Isuzu,Clear,Midday (10:00-14:00),None,90,14,0.4771
Kandy,Motorcycle,Bajaj,Storm,Early Morning (00:00-06:00),Accident Nearby,30,47,0.8348
Negombo,Car,Toyota,Light Rain,Afternoon (14:00-18:00),None,70,25,0.5072
Jaffna,Motorcycle,Yamaha,Clear,Afternoon (14:00-18:00),None,60,17,0.4722
Batticaloa,Bus,Ashok Leyland,Clear,Midday (10:00-14:00),None,30,12,0.2307
Matara,Car,Hyundai,Windy,Early Morning (00:00-06:00),None,40,14,0.262
Kurunegala,Car,Mitsubishi,Light Rain,Afternoon (14:00-18:00),None,90,17,0.5108
Anuradhapura,Motorcycle,Yamaha,Clear,Midday (10:00-14:00),None,50,15,0.4197
Colombo,Motorcycle,Yamaha,Clear,Morning (06:00-10:00),None,50,75,0.8523
Negombo,Car,Mitsubishi,Clear,Early Morning (00:00-06:00),None,100,31,0.6324
Negombo,Bus,Isuzu,Light Rain,Night (22:00-00:00),Traffic Jam,50,12,0.319
Matara,Motorcycle,Honda,Windy,Afternoon (14:00-18:00),None,70,23,0.6363
Negombo,Three-Wheeler,Bajaj,Light Rain,Night (22:00-00:00),None,30,31,0.4161
Kurunegala,Bus,Ashok Leyland,Heavy Rain,Night (22:00-00:00),None,50,26,0.4873
Matara,Car,Toyota,Light Rain,Afternoon (14:00-18:00),None,30,23,0.3354
Kandy,Car,Toyota,Clear,Midday (10:00-14:00),None,60,65,0.7543
Trincomalee,Three-Wheeler,Bajaj,Clear,Midday (10:00-14:00),None,90,17,0.5285
Anuradhapura,Car,Suzuki,Clear,Afternoon (14:00-18:00),Road Work,80,3,0.3865
Jaffna,Three-Wheeler,Bajaj,Fog,Midday (10:00-14:00),None,50,9,0.4358
Negombo,Motorcycle,Honda,Heavy Rain,Evening (18:00-22:00),None,90,22,0.7301
Kandy,Bus,Toyota,Light Rain,Evening (18:00-22:00),None,50,45,0.6051
Matara,Three-Wheeler,TVS,Light Rain,Midday (10:00-14:00),None,50,20,0.3529
Negombo,Motorcycle,Suzuki,Heavy Rain,Midday (10:00-14:00),None,40,21,0.5159
Galle,Bus,Ashok Leyland,Windy,Midday (10:00-14:00),None,60,26,0.4575
Negombo,Motorcycle,Suzuki,Light Rain,Afternoon (14:00-18:00),Accident Nearby,40,20,0.5144
Batticaloa,Three-Wheeler,Bajaj,Clear,Early Morning (00:00-06:00),None,80,8,0.3973
Colombo,Motorcycle,Yamaha,Light Rain,Afternoon (14:00-18:00),None,60,64,0.8316
Colombo,Car,Mitsubishi,Light Rain,Early Morning (00:00-06:00),Accident Nearby,70,76,0.9136
Kandy,Motorcycle,Honda,Clear,Midday (10:00-14:00),None,30,28,0.4533
Colombo,Motorcycle,Yamaha,Windy,Afternoon (14:00-18:00),None,60,75,0.8637
Negombo,Motorcycle,Honda,Overcast,Morning (06:00-10:00),None,80,36,0.6948
Negombo,Bus,Ashok Leyland,Overcast,Afternoon (14:00-18:00),None,30,19,0.2595
Jaffna,Bus,Isuzu,Windy,Afternoon (14:00-18:00),None,60,33,0.4956
Galle,Motorcycle,Bajaj,Light Rain,Afternoon (14:00-18:00),None,100,28,0.7535
Anuradhapura,Car,Nissan,Clear,Evening (18:00-22:00),None,30,15,0.205
Kandy,Car,Suzuki,Overcast,Night (22:00-00:00),None,80,34,0.5467
Kandy,Motorcycle,Bajaj,Light Rain,Afternoon (14:00-18:00),Accident Nearby,80,53,0.8878
Jaffna,Bus,Toyota,Clear,Afternoon (14:00-18:00),Flood Alert,50,13,0.4223
Galle,Car,Honda,Clear,Evening (18:00-22:00),Accident Nearby,50,25,0.4302
Kurunegala,Three-Wheeler,TVS,Clear,Midday (10:00-14:00),None,60,44,0.6259
Trincomalee,Motorcycle,Honda,Clear,Afternoon (14:00-18:00),None,100,12,0.552
Matara,Motorcycle,Bajaj,Clear,Afternoon (14:00-18:00),None,70,24,0.5511
Batticaloa,Bus,Isuzu,Overcast,Afternoon (14:00-18:00),Accident Nearby,40,7,0.3156
Trincomalee,Bus,Ashok Leyland,Light Rain,Afternoon (14:00-18:00),Accident Nearby,50,12,0.4118
Kurunegala,Bus,Ashok Leyland,Heavy Rain,Evening (18:00-22:00),Road Work,70,38,0.7486
Colombo,Bus,Ashok Leyland,Overcast,Midday (10:00-14:00),None,60,84,0.8325
Kandy,Three-Wheeler,TVS,Overcast,Night (22:00-00:00),None,90,67,0.8536
Jaffna,Truck,Mitsubishi,Storm,Afternoon (14:00-18:00),None,60,21,0.6029
Batticaloa,Three-Wheeler,Bajaj,Clear,Afternoon (14:00-18:00),None,70,8,0.3265
Batticaloa,Motorcycle,Honda,Fog,Morning (06:00-10:00),None,50,13,0.5175
Kandy,Motorcycle,Suzuki,Clear,Morning (06:00-10:00),None,40,57,0.6427
Negombo,Three-Wheeler,TVS,Fog,Morning (06:00-10:00),Traffic Jam,70,32,0.6996
Colombo,Bus,Ashok Leyland,Clear,Evening (18:00-22:00),None,100,60,0.8051
Colombo,Bus,Toyota,Fog,Evening (18:00-22:00),None,90,81,0.9301
Matara,Motorcycle,Suzuki,Overcast,Midday (10:00-14:00),None,40,15,0.3585
Matara,Car,Mitsubishi,Clear,Afternoon (14:00-18:00),None,60,17,0.334
Galle,Truck,Hino,Overcast,Midday (10:00-14:00),None,90,29,0.6578
Colombo,Car,Honda,Storm,Night (22:00-00:00),Accident Nearby,60,104,0.97
Colombo,Bicycle,Giant,Clear,Afternoon (14:00-18:00),None,70,66,0.7256
Kurunegala,Car,Honda,Clear,Early Morning (00:00-06:00),None,80,27,0.4633
Jaffna,Car,Suzuki,Overcast,Midday (10:00-14:00),None,100,21,0.5257
Kandy,Bus,Isuzu,Windy,Evening (18:00-22:00),None,60,51,0.6422
Colombo,Car,Nissan,Overcast,Afternoon (14:00-18:00),None,70,127,0.9625
Colombo,Car,Nissan,Overcast,Evening (18:00-22:00),None,40,120,0.9201
Kandy,Three-Wheeler,Bajaj,Light Rain,Afternoon (14:00-18:00),Police Checkpoint,70,50,0.6996
Kurunegala,Motorcycle,Bajaj,Clear,Evening (18:00-22:00),None,80,23,0.5641
Batticaloa,Motorcycle,Yamaha,Storm,Afternoon (14:00-18:00),Accident Nearby,80,3,0.6857
Anuradhapura,Motorcycle,Suzuki,Clear,Midday (10:00-14:00),None,40,16,0.3687
Anuradhapura,Motorcycle,Honda,Heavy Rain,Morning (06:00-10:00),None,50,15,0.5004
Kandy,Car,Honda,Clear,Afternoon (14:00-18:00),None,50,48,0.5353
Negombo,Motorcycle,Honda,Windy,Midday (10:00-14:00),None,90,16,0.5785
Kurunegala,Bus,Isuzu,Light Rain,Night (22:00-00:00),None,90,15,0.5076
Batticaloa,Motorcycle,Honda,Heavy Rain,Morning (06:00-10:00),None,60,15,0.5345
Kurunegala,Motorcycle,Bajaj,Overcast,Afternoon (14:00-18:00),Traffic Jam,50,23,0.5142
Colombo,Bus,Ashok Leyland,Clear,Morning (06:00-10:00),None,60,117,0.9223
Kandy,Motorcycle,Bajaj,Clear,Afternoon (14:00-18:00),None,60,45,0.6611
Trincomalee,Motorcycle,Yamaha,Light Rain,Morning (06:00-10:00),Flood Alert,40,12,0.5404
Kurunegala,Bicycle,Giant,Windy,Afternoon (14:00-18:00),None,60,31,0.4753
Trincomalee,Car,Hyundai,Heavy Rain,Afternoon (14:00-18:00),None,80,10,0.5714
Kandy,Three-Wheeler,TVS,Heavy Rain,Midday (10:00-14:00),None,30,46,0.6324
Trincomalee,Motorcycle,Suzuki,Clear,Night (22:00-00:00),None,50,10,0.3185
Kurunegala,Bus,Isuzu,Heavy Rain,Morning (06:00-10:00),None,90,20,0.6133
Kurunegala,Bus,Ashok Leyland,Clear,Evening (18:00-22:00),Accident Nearby,30,21,0.2942
Negombo,Car,Toyota,Windy,Afternoon (14:00-18:00),None,70,29,0.5159
Trincomalee,Car,Honda,Light Rain,Evening (18:00-22:00),None,50,10,0.285
Anuradhapura,Three-Wheeler,Bajaj,Overcast,Early Morning (00:00-06:00),Police Checkpoint,80,20,0.5228
Negombo,Car,Hyundai,Clear,Midday (10:00-14:00),None,100,19,0.5011
Kurunegala,Motorcycle,Honda,Clear,Midday (10:00-14:00),Accident Nearby,70,22,0.6209
Colombo,Bus,Toyota,Light Rain,Midday (10:00-14:00),None,30,89,0.8059
Kurunegala,Car,Mitsubishi,Clear,Morning (06:00-10:00),None,30,35,0.4058
Trincomalee,Motorcycle,Suzuki,Clear,Afternoon (14:00-18:00),None,60,13,0.3999
Batticaloa,Motorcycle,Yamaha,Clear,Early Morning (00:00-06:00),Accident Nearby,30,15,0.4515
Colombo,Three-Wheeler,TVS,Windy,Evening (18:00-22:00),None,70,62,0.812
Kandy,Bus,Isuzu,Clear,Afternoon (14:00-18:00),None,90,48,0.718
Colombo,Car,Nissan,Clear,Afternoon (14:00-18:00),Road Work,80,122,0.9719
Colombo,Car,Honda,Clear,Evening (18:00-22:00),None,60,102,0.9029
Matara,Bus,Ashok Leyland,Clear,Evening (18:00-22:00),Traffic Jam,70,24,0.3997
Galle,Truck,Hino,Overcast,Midday (10:00-14:00),Police Checkpoint,40,21,0.3511
Colombo,Bus,Ashok Leyland,Clear,Morning (06:00-10:00),None,70,135,0.9726
Negombo,Motorcycle,Yamaha,Clear,Evening (18:00-22:00),None,50,47,0.6459
Colombo,Three-Wheeler,Bajaj,Clear,Morning (06:00-10:00),None,70,90,0.8766
Trincomalee,Motorcycle,Suzuki,Light Rain,Morning (06:00-10:00),None,60,10,0.4489
Jaffna,Van,Toyota,Overcast,Evening (18:00-22:00),None,30,26,0.3754
Batticaloa,Motorcycle,Suzuki,Clear,Morning (06:00-10:00),None,60,18,0.4877
Colombo,Motorcycle,Bajaj,Overcast,Afternoon (14:00-18:00),None,30,86,0.8404
Colombo,Bus,Toyota,Overcast,Morning (06:00-10:00),Police Checkpoint,30,89,0.7997
Galle,Motorcycle,Honda,Clear,Evening (18:00-22:00),Accident Nearby,30,22,0.4446
Anuradhapura,Van,Nissan,Clear,Early Morning (00:00-06:00),None,30,6,0.1568
Kandy,Motorcycle,Honda,Clear,Evening (18:00-22:00),Road Work,40,33,0.5381
Colombo,Motorcycle,Bajaj,Light Rain,Evening (18:00-22:00),None,40,74,0.8586
Jaffna,Car,Suzuki,Clear,Night (22:00-00:00),None,50,12,0.2582
Colombo,Car,Mitsubishi,Clear,Morning (06:00-10:00),None,30,99,0.8232
Matara,Motorcycle,Yamaha,Fog,Midday (10:00-14:00),None,50,18,0.5557
Trincomalee,Car,Mitsubishi,Windy,Night (22:00-00:00),None,60,19,0.4485
Kandy,Motorcycle,Suzuki,Fog,Morning (06:00-10:00),None,60,32,0.7499
Colombo,Motorcycle,Bajaj,Clear,Midday (10:00-14:00),None,90,124,0.9846
Trincomalee,Van,Toyota,Clear,Early Morning (00:00-06:00),Traffic Jam,70,11,0.3676
Negombo,Motorcycle,Suzuki,Overcast,Evening (18:00-22:00),Accident Nearby,60,27,0.6525
Kandy,Car,Toyota,Light Rain,Midday (10:00-14:00),None,50,53,0.61
Kandy,Truck,Isuzu,Overcast,Midday (10:00-14:00),None,80,30,0.6538
Anuradhapura,Bus,Toyota,Overcast,Morning (06:00-10:00),None,40,16,0.248
Batticaloa,Car,Mitsubishi,Light Rain,Evening (18:00-22:00),None,80,11,0.4388
Galle,Bus,Toyota,Heavy Rain,Afternoon (14:00-18:00),None,60,28,0.5241
Kandy,Car,Honda,Windy,Evening (18:00-22:00),None,90,48,0.7283
Kurunegala,Bicycle,Giant,Clear,Afternoon (14:00-18:00),None,50,43,0.4581
Kurunegala,Car,Honda,Light Rain,Morning (06:00-10:00),Traffic Jam,40,18,0.333
Colombo,Car,Honda,Fog,Evening (18:00-22:00),Accident Nearby,80,86,0.9503
Galle,Bicycle,Local,Clear,Morning (06:00-10:00),None,60,20,0.3236
Negombo,Bus,Isuzu,Overcast,Evening (18:00-22:00),Road Work,60,22,0.494
Galle,Car,Mitsubishi,Heavy Rain,Night (22:00-00:00),None,80,20,0.5421
Jaffna,Bus,Ashok Leyland,Clear,Night (22:00-00:00),None,50,24,0.3562
Kurunegala,Car,Nissan,Overcast,Afternoon (14:00-18:00),None,90,35,0.6625
Negombo,Bus,Toyota,Clear,Evening (18:00-22:00),None,40,22,0.2852
Colombo,Three-Wheeler,TVS,Clear,Midday (10:00-14:00),None,50,79,0.7908
Matara,Car,Honda,Clear,Midday (10:00-14:00),None,80,20,0.4338
Colombo,Motorcycle,Suzuki,Clear,Midday (10:00-14:00),Flood Alert,40,86,0.9236
Kandy,Van,Nissan,Light Rain,Midday (10:00-14:00),Traffic Jam,80,52,0.7897
Kurunegala,Car,Nissan,Clear,Morning (06:00-10:00),Traffic Jam,60,25,0.4069
Jaffna,Motorcycle,Bajaj,Overcast,Early Morning (00:00-06:00),None,50,8,0.3637
Galle,Car,Nissan,Overcast,Morning (06:00-10:00),None,90,36,0.6058
Anuradhapura,Van,Mitsubishi,Clear,Night (22:00-00:00),None,60,23,0.4234
Kurunegala,Motorcycle,Honda,Storm,Evening (18:00-22:00),Traffic Jam,70,19,0.7058
Anuradhapura,Car,Suzuki,Clear,Morning (06:00-10:00),None,30,11,0.1921
Kurunegala,Bus,Ashok Leyland,Clear,Evening (18:00-22:00),None,30,26,0.2701
Colombo,Car,Honda,Overcast,Evening (18:00-22:00),Accident Nearby,40,108,0.9187
Colombo,Three-Wheeler,Bajaj,Storm,Midday (10:00-14:00),None,60,116,0.9739
Negombo,Bus,Isuzu,Clear,Morning (06:00-10:00),Flood Alert,50,45,0.6979
Galle,Motorcycle,Honda,Clear,Midday (10:00-14:00),None,40,23,0.3894
Trincomalee,Car,Suzuki,Heavy Rain,Midday (10:00-14:00),Accident Nearby,100,8,0.667
Jaffna,Bicycle,Giant,Fog,Afternoon (14:00-18:00),None,50,8,0.2957
Trincomalee,Car,Hyundai,Clear,Night (22:00-00:00),Accident Nearby,30,9,0.2429
Jaffna,Van,Isuzu,Clear,Afternoon (14:00-18:00),None,90,17,0.4795
Colombo,Three-Wheeler,TVS,Overcast,Early Morning (00:00-06:00),Accident Nearby,80,144,0.989
Kandy,Car,Suzuki,Clear,Evening (18:00-22:00),None,50,38,0.4357
Kurunegala,Car,Toyota,Light Rain,Evening (18:00-22:00),None,60,25,0.4444
Kurunegala,Motorcycle,Yamaha,Heavy Rain,Afternoon (14:00-18:00),Traffic Jam,60,23,0.6558
Galle,Car,Suzuki,Fog,Afternoon (14:00-18:00),None,70,33,0.6538
Colombo,Car,Honda,Clear,Morning (06:00-10:00),None,40,163,0.9741
Jaffna,Car,Hyundai,Clear,Morning (06:00-10:00),None,90,14,0.3719
Galle,Motorcycle,Yamaha,Overcast,Evening (18:00-22:00),None,30,21,0.3555
Anuradhapura,Car,Hyundai,Heavy Rain,Afternoon (14:00-18:00),None,70,19,0.5377
Kurunegala,Bus,Isuzu,Clear,Morning (06:00-10:00),None,50,29,0.3145
Anuradhapura,Motorcycle,Bajaj,Clear,Morning (06:00-10:00),None,40,24,0.4014
Trincomalee,Car,Honda,Fog,Evening (18:00-22:00),None,80,15,0.5398
Jaffna,Van,Toyota,Heavy Rain,Night (22:00-00:00),None,50,15,0.4688
Galle,Three-Wheeler,TVS,Clear,Midday (10:00-14:00),None,30,29,0.341
Colombo,Car,Mitsubishi,Clear,Morning (06:00-10:00),None,30,127,0.928
Kurunegala,Three-Wheeler,Bajaj,Clear,Afternoon (14:00-18:00),None,40,30,0.4036
Colombo,Car,Honda,Clear,Morning (06:00-10:00),None,30,112,0.8519
Kurunegala,Car,Toyota,Windy,Morning (06:00-10:00),Road Work,40,32,0.5131
Galle,Bus,Isuzu,Windy,Night (22:00-00:00),None,40,33,0.4304
Negombo,Car,Nissan,Overcast,Morning (06:00-10:00),Accident Nearby,80,39,0.7217
Negombo,Car,Hyundai,Clear,Evening (18:00-22:00),None,70,33,0.6223
Trincomalee,Van,Isuzu,Clear,Afternoon (14:00-18:00),None,90,11,0.3703
Colombo,Motorcycle,Suzuki,Clear,Afternoon (14:00-18:00),None,80,103,0.9614
Kandy,Car,Honda,Clear,Evening (18:00-22:00),None,60,60,0.6753
Colombo,Motorcycle,Yamaha,Clear,Midday (10:00-14:00),None,70,79,0.8873
Batticaloa,Motorcycle,Suzuki,Clear,Evening (18:00-22:00),None,30,12,0.2848
Batticaloa,Car,Mitsubishi,Clear,Early Morning (00:00-06:00),None,70,9,0.3033
Galle,Car,Mitsubishi,Clear,Morning (06:00-10:00),None,60,25,0.3819
Colombo,Van,Nissan,Clear,Night (22:00-00:00),None,60,131,0.9641
Trincomalee,Bus,Toyota,Light Rain,Morning (06:00-10:00),None,60,13,0.3253
Kandy,Three-Wheeler,TVS,Clear,Afternoon (14:00-18:00),Police Checkpoint,100,45,0.7626
